52200,01,0,00,0,80
52500,01,0,00,0,80
52800,01,0,00,0,80
53100,01,0,00,0,80
53400,01,0,00,0,80
53700,01,0,00,0,80
54000,01,0,00,0,80
54300,01,0,00,0,80
54600,01,0,00,0,80
54900,01,0,00,0,80
55200,01,0,00,0,80
55500,01,0,00,0,80
55800,01,0,00,0,80
56100,01,0,00,0,80
56400,01,0,00,0,80
56700,01,0,00,0,80
57000,01,0,00,0,80
57300,01,0,00,0,80
57600,01,0,00,0,80
57900,01,0,00,0,80
58200,01,0,00,0,80
58500,01,0,00,0,80
58800,01,0,00,0,80
59100,01,0,00,0,80
59400,01,0,00,0,80
59700,01,0,00,0,80
60000,01,0,00,0,80
60300,01,0,00,0,80
60600,01,0,00,0,80
60900,01,0,00,0,80
61200,01,0,00,0,80
61500,01,0,00,0,80
61800,01,0,00,0,80
62100,01,0,00,0,80
62400,01,0,00,0,80
62700,01,0,00,0,80
63000,01,0,00,0,80
63300,01,0,00,0,80
63600,01,0,00,0,80
63900,01,0,00,0,80
64200,01,0,00,0,80
64500,01,0,00,0,80
64800,01,0,00,0,80
65100,01,0,00,0,80
65400,01,0,00,0,80
65700,01,0,00,0,80
66000,01,0,00,0,80
66300,01,0,00,0,80
66600,01,0,00,0,80
66900,01,0,00,0,80
67200,01,0,00,0,80
67500,01,0,00,0,80
67800,01,0,00,0,80
68100,01,0,00,0,80
68400,01,0,00,0,80
68700,01,0,00,0,80
69000,01,0,00,0,80
69300,01,0,00,0,80
69600,01,0,00,0,80
69900,01,0,00,0,80
70200,01,0,00,0,80
70500,01,0,00,0,80
70800,01,0,00,0,80
71100,01,0,00,0,80
71400,01,0,00,0,80
71700,01,0,00,0,80
72000,01,0,00,0,80
72300,01,0,00,0,80
72600,01,0,00,0,80
72900,01,0,00,0,80
73200,01,0,00,0,80
73500,01,0,00,0,80
73800,01,0,00,0,80
74100,01,0,00,0,80
74400,01,0,00,0,80
74700,01,0,00,0,80
75000,01,0,00,0,80
75300,01,0,00,0,80
75600,01,0,00,0,80
75900,01,0,00,0,80
76200,01,0,00,0,80
76500,01,0,00,0,80
76800,01,0,00,0,80
77100,01,0,00,0,80
77400,01,0,00,0,80
77700,01,0,00,0,80
78000,01,0,00,0,80
78300,01,0,00,0,80
78600,01,0,00,0,80
78900,01,0,00,0,80
79200,01,0,00,0,80
79500,01,0,00,0,80
79800,01,0,00,0,80
80100,01,0,00,0,80
80400,01,0,00,0,80
80700,01,0,00,0,80
81000,01,0,00,0,80
81300,01,0,00,0,80
81600,01,0,00,0,80
81900,01,0,00,0,80
82200,01,0,00,0,80
82500,01,0,00,0,80
82800,01,0,00,0,80
83100,01,0,00,0,80
83400,01,0,00,0,80
83700,01,0,00,0,80
84000,01,0,00,0,80
84300,01,0,00,0,80
84600,01,0,00,0,80
84900,01,0,00,0,80
85200,01,0,00,0,80
85500,01,0,00,0,80
85800,01,0,00,0,80
86100,01,0,00,0,80
